epoch,acc,loss,lr
136,0.974630021142,0.0607255610279,0.001
137,0.974630021142,0.0581213605146,0.001
138,0.971005738448,0.0658710163422,0.001
139,0.971911809409,0.0720462596748,0.001
140,0.972213833003,0.0666639736012,0.001
141,0.971307762005,0.0777908350791,0.001
142,0.97342192691,0.0604628988313,0.001
143,0.971005738736,0.0792124203472,0.001
144,0.971005738448,0.0701339642266,0.001
145,0.973723950468,0.0639599405826,0.001
146,0.973723950468,0.0565550172086,0.001
147,0.978254304124,0.0540004074721,0.001
148,0.972515856525,0.0657277084592,0.001
149,0.962247055558,0.101751584864,0.001
150,0.972213832679,0.0690519585597,0.001
151,0.971307762293,0.0669751958451,0.001
152,0.972817880119,0.0642810712767,0.001
153,0.976744186335,0.0587739097015,0.001
154,0.974025974314,0.0546165582555,0.001
155,0.977046209892,0.0555394786081,0.001
156,0.97765025672,0.0577183616686,0.001
157,0.973723950756,0.0691260130852,0.001
158,0.970401691332,0.0797690624253,0.001
159,0.975838115373,0.0585658362995,0.001
160,0.976442162489,0.0550960536317,0.001
161,0.971307762329,0.0775812029214,0.001
162,0.971307762293,0.0805410733369,0.001
163,0.974630021142,0.0660335065354,0.001
164,0.976140139219,0.0546346211321,0.001
165,0.974932044988,0.0616879841766,0.001
166,0.975536091815,0.0570918555028,0.001
167,0.973723950468,0.0576501883381,0.001
168,0.976140139219,0.0543665598791,0.001
169,0.974932044988,0.0604748239623,0.001
170,0.970099668062,0.0736814782696,0.001
171,0.969495620658,0.0909901195339,0.001
172,0.971911809121,0.0739246545714,0.001
173,0.971911809121,0.0630834038193,0.001
174,0.971911809409,0.0691880292967,0.001
175,0.97311990364,0.0708428802346,0.001
176,0.972817879795,0.0655510167053,0.001
177,0.974025974026,0.0732152137449,0.001
178,0.971911809409,0.0662523909146,0.001
179,0.973119903352,0.0729805068829,0.001
180,0.974932044699,0.0617379280334,0.001
181,0.974932044988,0.059336925234,0.001
182,0.971609785563,0.0713091502397,0.001
183,0.976442162489,0.0596347296841,0.001
184,0.974932044988,0.059675053216,0.001
185,0.969193597101,0.0809434151752,0.001
186,0.973723950792,0.0643360116696,0.001
187,0.972213832679,0.0803660868696,0.001
188,0.971911809409,0.0658768500591,0.001
189,0.974630021142,0.0641311917857,0.001
190,0.974932044699,0.0638029996134,0.001
191,0.975536092121,0.0635808807709,0.001
192,0.973421927198,0.0648257484429,0.001
193,0.973723950468,0.0618894455356,0.001
194,0.974932044988,0.0605144573693,0.001
195,0.974025974314,0.0615357024485,0.001
196,0.97342192691,0.0674194913085,0.001
197,0.975838115373,0.0606417989707,0.001
198,0.974327997584,0.0687992346345,0.001
199,0.974932045006,0.0642586564256,0.001
